insect,host,percent
Diceroprocta_eugraphica,Juglandaceae_Juglans,9.09
Aphis (Aphis)_spiraecola,Polygonaceae_Persicaria,0.26
Atymna_inornata,Fagaceae_Quercus,25
Atymna_inornata,Fagaceae_Quercus,75
Aphis (Aphis)_spiraecola,Rosaceae_Heteromeles,0.53
Brochymena_sulcata,Fabaceae_Gleditsia,6.67
Aphis (Aphis)_spiraecola,Adoxaceae_Viburnum,0.53
Archasia_belfragei,Vitaceae_Vitis,2.94
Aphis (Aphis)_spiraecola,Bignoniaceae_Campsis,0.26
Telamona_monticola,Rosaceae_Prunus,1.06
Stictocephala_lutea,Fabaceae_Robinia,4.44
Cyrtolobus_rufulus,Fagaceae_Quercus,78.26
Cyrtolobus_fenestratus,Fabaceae_Robinia,0.34
Publilia_concava,Asteraceae_Achillea,2.94
Aphis (Aphis)_spiraecola,Solanaceae_Solanum,0.26
Aphis (Aphis)_spiraecola,Haloragaceae_Myriophyllum,0.26
Lopidea_nigridia,Fabaceae_Robinia,1.25
Diaphnidia_debilis,Betulaceae_Alnus,20
Aphis (Aphis)_spiraecola,Amaranthaceae_Chenopodium,0.26
Cyrtolobus_dixianus,Fagaceae_Quercus,3.08
Lopidea_robiniae,Asparagaceae_Yucca,2.04
Cyrtolobus_pallidifrontis,Ericaceae_Kalmia,0.89
Aphis (Aphis)_spiraecola,Polygonaceae_Polygonum,0.53
Atymna_castaneae,Fagaceae_Quercus,4
Lopidea_teton,Fabaceae_Astragalus,7.14
Enchenopa_binotata,Celastraceae_Celastrus,1.87
Dionconotus_cruentatus,Asteraceae_Carduus,0
Lopidea_pteleae,Fabaceae_Prosopis,33.33
Stictocephala_brevitylus,Rosaceae_Prunus,5.81
Orthotylus_coagulatus,Amaranthaceae_Chenopodium,2.94
Autumnimiris_koebelei,Poaceae_Bouteloua,0
Dichrooscytus_repletus,Cupressaceae_Juniperus,3.23
Atymna_querci,Fagaceae_Quercus,2.72
Aphis (Aphis)_spiraecola,Araliaceae_Schefflera,0.26
Aphis (Aphis)_spiraecola,Anacardiaceae_Pistacia,0.26
Aphis (Aphis)_spiraecola,Asteraceae_Scolymus,0.26
Aphis (Aphis)_spiraecola,Sapindaceae_Acer,0.26
Tupiocoris_elongatus,Asteraceae_Ambrosia,80
Campylenchia_latipes,Fabaceae_Medicago,0.79
Archasia_belfragei,Fabaceae_Robinia,2.94
Archasia_belfragei,Platanaceae_Platanus,2.94
Aphis (Aphis)_spiraecola,Solanaceae_Solanum,0.53
Lopidea_dakota,Anacardiaceae_Rhus,2.33
Autumnimiris_roseus,Poaceae_Bouteloua,0
Megamelanus_bicolor,Poaceae_Distichlis,0
Aphis (Aphis)_spiraecola,Oleaceae_Ligustrum,0.26
Aphis (Aphis)_spiraecola,Asteraceae_Cynara,0.26
Aphis (Aphis)_spiraecola,Juglandaceae_Juglans,0.26
Entylia_carinata,Asteraceae_Actinomeris,0.53
Halticotoma_valida,Asparagaceae_Yucca,4.76
Aphis (Aphis)_spiraecola,Caryophyllaceae_Dianthus,0.26
Aphis (Aphis)_spiraecola,Polygonaceae_Rheum,0.26
Dicyphus_hesperus,Lamiaceae_Stachys,3.23
Aphis (Aphis)_spiraecola,Poaceae_Cynodon,0.26
Dicyphus_hesperus,Ericaceae_Arctostaphylos,19.35
Aphis (Aphis)_spiraecola,Araceae_Lysichiton,0.26
Lygus_elisus,Amaranthaceae_Beta,0.38
Deraeocoris_brevis,Asteraceae_Chrysothamnus,2.88
Dicyphus_hesperus,Boraginaceae_Phacelia,3.23
Aphis (Aphis)_spiraecola,Asteraceae_Solidago,0.26
Aphis (Aphis)_spiraecola,Pinaceae_Pseudotsuga,0.26
Lygus_elisus,Fabaceae_Psoralidium,0.38
Lygus_elisus,Amaranthaceae_Chenopodium,0.77
Lygus_elisus,Sapindaceae_Acer,0.38
Filicicoris_rubramaculus,Piperaceae_Piper,0
Micrutalis_calva,Fagaceae_Quercus,1.3
Aphis (Aphis)_spiraecola,Asteraceae_Chrysothamnus,0.26
Dichaetocoris_gillespiei,Pinaceae_Abies,6.9
Megalopsallus_pictipes,Amaranthaceae_Salsola,6.25
Publilia_concava,Asteraceae_Verbesina,2.94
Leioscyta_ferruginipennis,Amaranthaceae_Atriplex,7.14
Lineatopsallus_biguttulatus,Malvaceae_Sphaeralcea,13.33
Lopus_decolor,Malvaceae_Sphaeralcea,4.17
Nonlygus_nubilatus,Rosaceae_Holodiscus,10.53
Megalopsallus_ellae,Solanaceae_Lycium,33.33
Stictocephala_brevitylus,Betulaceae_Ostrya,1.16
Stictocephala_brevitylus,Asteraceae_Eupatorium,1.16
Stictocephala_brevitylus,Adoxaceae_Sambucus,1.16
Lepyronia_quadrangularis,Fabaceae_Medicago,33.33
Stictocephala_brevitylus,Fabaceae_Gleditsia,1.16
Dicyphus_hesperus,Orobanchaceae_Cordylanthus,6.45
Aphis (Aphis)_spiraecola,Lamiaceae_Salvia,0.26
Tylocentrus_reticulatus,Fabaceae_Prosopis,33.33
Lygus_shulli,Amaranthaceae_Chenopodium,1.94
Lygus_shulli,Asteraceae_Helianthus,0.97
Dicyphus_hesperus,Grossulariaceae_Ribes,3.23
Tylopelta_gibbera,Fabaceae_Desmodium,0
Metriorrhynchomiris_dislocatus,Apiaceae_Sanicula,11.11
Acaciacapsus_bournda,Fabaceae_Acacia,0
Acaciacapsus_lolworthensis,Fabaceae_Acacia,0
Aphis (Aphis)_spiraecola,Melanthiaceae_Veratrum,0.26
Cyrtolobus_acutus,Fagaceae_Quercus,61.54
Engytatus_confusa,Gesneriaceae_Cyrtandra,20
Tupiocoris_californicus,Boraginaceae_Phacelia,25
Engytatus_confusa,Gesneriaceae_Cyrtandra,50
Philaenus_spumarius,Fabaceae_Medicago,20.83
Aphis (Aphis)_spiraecola,Rosaceae_Fragaria,0.26
Engytatus_modestus,Nyctaginaceae_Abronia,3.85
Engytatus_modestus,Asteraceae_Palafoxia,3.85
Philaenus_spumarius,Rosaceae_Fragaria,4.17
Aphis (Aphis)_spiraecola,Asteraceae_Artemisia,0.26
Philaenus_spumarius,Poaceae_Zea,4.17
Tupiocoris_californicus,Lamiaceae_Hemigenia,12.5
Obtusicauda (Artemisaphis)_artemisicola,Asteraceae_Artemisia,88.46
Aphthargelia_symphoricarpi,Caprifoliaceae_Symphoricarpos,4
Betulaphis_brevipilosa,Betulaceae_Betula,16.67
Betulaphis_brevipilosa,Betulaceae_Betula,66.67
Acaciacapsus_aureolus,Fabaceae_Acacia,50
Acaciacapsus_aureolus,Fabaceae_Acacia,25
Acaciacapsus_appha,Fabaceae_Acacia,20
Acaciacapsus_appha,Fabaceae_Acacia,60
Acaciacapsus_appha,Myrtaceae_Malleostemon,20
Telamona_dubiosa,Fagaceae_Quercus,0
Lygus_lineolaris,Asteraceae_Conyza,15.2
Lygus_lineolaris,Asteraceae_Solidago,11.11
Lygus_lineolaris,Asteraceae_Ambrosia,2.92
Lygus_lineolaris,Asteraceae_Iva,3.22
Engytatus_modestus,Asteraceae_Laennecia,7.69
Engytatus_modestus,Lamiaceae_Trichostema,15.38
Engytatus_modestus,Fabaceae_Hoffmannseggia,3.85
Psammotettix_dentatus,Apiaceae_Apium,0
Brachycaudus (Acaudus)_cardui,Rosaceae_Prunus,3.19
Psammotettix_greenei,Apiaceae_Apium,0
Brachycaudus (Acaudus)_cardui,Asteraceae_Cirsium,21.28
Lygus_lineolaris,Asteraceae_Ambrosia,5.56
Lygus_lineolaris,Onagraceae_Oenothera,2.05
Tortistilus_inermis,Asteraceae_Silphium,14.29
Tortistilus_inermis,Adoxaceae_Sambucus,14.29
Labops_hesperius,Poaceae_Bromus,3.85
Nesiomiris_timberlakei,Araliaceae_Cheirodendron,8.7
Nesiomiris_timberlakei,Araliaceae_Polyscias,26.09
Brachycaudus (Acaudus)_cardui,Asteraceae_Cynara,2.13
Engytatus_modestus,Lamiaceae_Trichostema,7.69
Engytatus_modestus,Amaranthaceae_Amaranthus,3.85
Engytatus_modestus,Solanaceae_Physalis,3.85
Bajulata_bajula,Fabaceae_Prosopis,0
Engytatus_modestus,Boraginaceae_Phacelia,3.85
Lopidea_confraterna,Asteraceae_Hyoscyamus,2.86
Brachycaudus (Brachycaudus)_helichrysi,Rosaceae_Prunus,2.22
Plagiognathus_verticalis,Asteraceae_Ambrosia,3.85
Plagiognathus_verticalis,Asteraceae_Crisium,3.85
Lopidea_confraterna,Fabaceae_Psorothamnus,2.86
Lygus_lineolaris,Verbenaceae_Verbena,3.51
Lygus_lineolaris,Asteraceae_Helenium,6.73
Lygus_lineolaris,Euphorbiaceae_Croton,1.17
Tangia_breviceps,Polygonaceae_Coccoloba,0
Closterocoris_amoenus,Asteraceae_Silybum,9.52
Paraproba_sallei,Salicaceae_Populus,0
Lygus_lineolaris,Asteraceae_Haplopappus,1.75
Lopidea_confraterna,Zygophyllaceae_Larrea,2.86
Lopidea_confraterna,Asteraceae_Baileya,2.86
Lopidea_confraterna,Lamiaceae_Salvia,2.86
Lopidea_confraterna,Asteraceae_Hymenothrix,5.71
Closterocoris_amoenus,Asteraceae_Ambrosia,9.52
Brachycaudus (Acaudus)_persicae,Rosaceae_Prunus,4
Leptoypha_anceps,Oleaceae_Chionanthus,0
Malandiola_semota,Cupressaceae_Callitris,5.88
Malandiola_semota,Myrtaceae_Babingtonia,11.76
Malandiola_semota,Myrtaceae_Melaleuca,5.88
Taedia_deletica,Asteraceae_Artemisia,0
Tortistilus_inermis,Fabaceae_Melilotus,14.29
Brachycaudus (Brachycaudus)_helichrysi,Rosaceae_Prunus,0.74
Atomoscelis_modestus,Amaranthaceae_Chenopodium,0
Malandiola_semota,Myrtaceae_Leptospermum,5.88
Malandiola_semota,Dilleniaceae_Hibbertia,5.88
Malandiola_semota,Myrtaceae_Eucalyptus,5.88
Malandiola_semota,Proteaceae_Hakea,5.88
Telamona_concava,Fagaceae_Quercus,33.33
Cyrtolobus_clarus,Fagaceae_Quercus,1.25
Cyrtolobus_clarus,Fagaceae_Quercus,0.42
Engytatus_modestus,Asteraceae_Dicoria,3.85
Lopidea_confraterna,Asteraceae_Hymenoclea,5.71
Lopidea_confraterna,Asteraceae_Bebbia,2.86
Rhinacloa_forticornis,Asteraceae_Ambrosia,3.35
Brachycaudus (Brachycaudus)_helichrysi,Asteraceae_Carthamus,1.48
Lopidea_nigridia,Asteraceae_Ambrosia,1.25
Rhinacloa_forticornis,Asteraceae_Dicoria,23.79
Lopidea_confluenta,Solanaceae_Solanum,8
Brachycaudus (Brachycaudus)_helichrysi,Asteraceae_Artemisia,1.48
Brachycaudus (Brachycaudus)_helichrysi,Apiaceae_Pimpinella,0.74
Brachycaudus (Brachycaudus)_helichrysi,Rosaceae_Prunus,5.93
Lopidea_heidemanni,Asteraceae_Achillea,6.25
Cyrtolobus_discoidalis,Fagaceae_Quercus,4.88
Brachycaudus (Brachycaudus)_helichrysi,Asteraceae_Baccharis,3.7
Rhinacloa_forticornis,Asteraceae_Chrysopsis,0.37
Lopidea_nigridia,Adoxaceae_Sambucus,3.75
Delphacodes_turgida,Poaceae_Andropogon,33.33
Cyrtolobus_discoidalis,Fagaceae_Quercus,9.76
Cyrtolobus_discoidalis,Fagaceae_Quercus,17.07
Cyrtolobus_dixianus,Fagaceae_Quercus,16.92
Henrylygus_nubilus,Adoxaceae_Sambucus,17.65
Henrylygus_nubilus,Cupressaceae_Calocedrus,11.76
Brachycaudus (Brachycaudus)_helichrysi,Solanaceae_Solanum,0.74
Ectopiocerus_anthracinus,Asteraceae_Cirsium,2.33
Brachycaudus (Brachycaudus)_helichrysi,Asteraceae_Helianthus,1.48
Ectopiocerus_anthracinus,Apocynaceae_Asclepias,2.33
Lopidea_eremita,Fabaceae_Psorothamnus,10
Engytatus_modestus,Solanaceae_Chamaesaracha,3.85
Lopidea_eremita,Fabaceae_Cercidium,10
Brachycaudus (Brachycaudus)_helichrysi,Rosaceae_Cydonia,0.74
Brachycaudus (Brachycaudus)_helichrysi,Rosaceae_Malus,0.74
Lopidea_lateralis,Fabaceae_Vicia,33.33
Brachycaudus (Brachycaudus)_helichrysi,Boraginaceae_Amsinckia,2.22
Brachycaudus (Brachycaudus)_helichrysi,Asteraceae_Coleostephus,0.74
Brachycaudus (Brachycaudus)_helichrysi,Oleaceae_Ligustrum,0.74
Brachycaudus (Brachycaudus)_helichrysi,Apocynaceae_Vinca,0.74
Telamona_monticola,Fagaceae_Quercus,3.19
Poecilocapsus_lineatus,Asteraceae_Silybum,8.33
Diaspis_toumeyi,Simaroubaceae_Holacantha,0
Chionaspis_nyssae,Cornaceae_Nyssa,5.41
Abgrallaspis_oxycoccus,Adoxaceae_Viburnum,10
Comstockiella_sabalis,Arecaceae_Sabal,50
Lopidea_marginata,Asteraceae_Erigeron,6.98
Lopidea_marginata,Fabaceae_Lotus,44.19
Tortistilus_wickhami,Boraginaceae_Eriodictyon,7.14
Lopidea_marginata,Rhamnaceae_Ceanothus,2.33
Trama_rara,Asteraceae_Taraxacum,92
Lopidea_marginata,Cupressaceae_Calocedrus,2.33
Lopidea_marginata,Asteraceae_Encelia,4.65
Lopidea_marginata,Asteraceae_Ambrosia,2.33
Nesiomiris_timberlakei,Araliaceae_Polyscias,19.57
Nesiomiris_timberlakei,Araliaceae_Polyscias,45.65
Delphacodes_detecta,Poaceae_Distichlis,14.29
Delphacodes_detecta,Poaceae_Spartina,42.86
Brachycorynella_asparagi,Asparagaceae_Asparagus,78.69
Polymerus_elegans,Rubiaceae_Galium,0
Melanaspis_obscura,Fagaceae_Quercus,0.95
Lopidea_minima,Asteraceae_Bebbia,8.7
Ophiderma_pubescens,Fagaceae_Quercus,7.43
Cyrtopeltis_tenuis,Asteraceae_Dicoria,0
Lopidea_minima,Fabaceae_Cercidium,4.35
Oechalia_schellenbergii,Malvaceae_Alyogyne,11.11
Oechalia_schellenbergii,Lamiaceae_Pityrodia,11.11
Oechalia_schellenbergii,Amaranthaceae_Salsola,11.11
Oechalia_schellenbergii,Amaranthaceae_Chenopodium,11.11
Oechalia_schellenbergii,Fabaceae_Vachellia,11.11
Oechalia_schellenbergii,Myrtaceae_Chamelaucium,11.11
Oechalia_schellenbergii,Brassicaceae_Lepidium,11.11
Oechalia_schellenbergii,Asteraceae_Xanthium,11.11
Oechalia_schellenbergii,Fabaceae_Acacia,11.11
Oechalia_schellenbergii,Fabaceae_Tephrosia,11.11
Oechalia_schellenbergii,Myrtaceae_Melaleuca,11.11
Piezodorus_oceanicus,Fabaceae_Glycine,33.33
Delphacodes_puella,Polygonaceae_Persicaria,9.09
Delphacodes_compta,Asteraceae_Pluchea,0
Spissistilus_festinus,Fabaceae_Melilotus,1.84
Vanduzea_triguttata,Fabaceae_Psoralea,12.5
Chlamydatus_associatus,Asteraceae_Ambrosia,35.44
Delphacodes_puella,Vitaceae_Vitis,9.09
Longistigma_caryae,Malvaceae_Tilia,2.7
Longistigma_caryae,Platanaceae_Platanus,2.7
Spissistilus_festinus,Asteraceae_Pluchea,0.74
Spissistilus_festinus,Asteraceae_Ericameria,0.74
Longistigma_caryae,Juglandaceae_Juglans,2.7
Longistigma_caryae,Platanaceae_Platanus,8.11
Spissistilus_festinus,Zygophyllaceae_Covillea,0.37
Spissistilus_festinus,Asteraceae_Chrysothamnus,0.37
Spissistilus_festinus,Fabaceae_Medicago,9.56
Calaphis_flava,Betulaceae_Betula,53.85
Calaphis_betulaecolens,Betulaceae_Betula,16.67
Lopidea_marginata,Polygonaceae_Eriogonum,9.3
Prosapia_ignipectus,Poaceae_Phalaris,0
Cyrtolobus_flavolatus,Fagaceae_Quercus,11.11
Delphacodes_puella,Salicaceae_Salix,9.09
Telamona_reclivata,Fagaceae_Quercus,13.04
Taylorilygus_apicalis,Asteraceae_Ambrosia,3.88
Clastoptera_lineatocollis,Asteraceae_Artemisia,1.43
Clastoptera_lineatocollis,Brassicaceae_Lepidium,1.43
Cyrtolobus_fuliginosus,Fagaceae_Quercus,7.94
Campylenchia_curvata,Fabaceae_Psoralea,50
Telamonanthe_pulchella,Fagaceae_Quercus,6.67
Callipterinella_calliptera,Betulaceae_Betula,12.94
Calaphis_betulaecolens,Betulaceae_Betula,9.09
Calaphis_flava,Betulaceae_Betula,7.69
Creontiades_rubrinervis,Amaranthaceae_Salsola,16.67
Campylenchia_latipes,Fabaceae_Melilotus,4.76
Creontiades_rubrinervis,Lamiaceae_Salvia,16.67
Creontiades_rubrinervis,Solanaceae_Solanum,16.67
Tibicen_dorsatus,Fabaceae_Gleditsia,33.33
Campylenchia_latipes,Lamiaceae_Salvia,0.79
Euceraphis_gillettei,Betulaceae_Betula,16.67
Euceraphis_betulae,Betulaceae_Betula,22.81
Chlamydatus_associatus,Asteraceae_Dicoria,16.02
Europiella_artemisiae,Fagaceae_Quercus,2.38
Cepegillettea_betulaefoliae,Betulaceae_Betula,50
Europiella_signicornis,Asteraceae_Artemisia,60
Proba_californica,Asteraceae_Ambrosia,6.25
Proba_californica,Asteraceae_Ambrosia,18.75
Monelliopsis_caryae,Juglandaceae_Juglans,57.14
Monelliopsis_californica,Juglandaceae_Juglans,62.5
Aphelonema_decorata,Poaceae_Spartina,50
Aphelonema_decorata,Poaceae_Deschampsia,16.67
Telamona_reclivata,Fagaceae_Quercus,4.35
Monelliopsis_californica,Juglandaceae_Carya,12.5
Myzocallis (Neomyzocallis)_punctata,Juglandaceae_Carya,0.56
Monellia_caryella,Juglandaceae_Carya,1.68
Poecilocapsus_lineatus,Asteraceae_Encelia,8.33
Monellia_caryella,Juglandaceae_Carya,0.84
Publilia_concava,Asteraceae_Chrysothamnus,2.94
Fitchiella_rufipes,Poaceae_Stipa,0
Creontiades_rubrinervis,Asteraceae_Pectis,16.67
Monelliopsis_tuberculata,Juglandaceae_Juglans,0
Publilia_modesta,Pinaceae_Pinus,24
Publilia_modesta,Fabaceae_Psoralea,4
Phytocoris_vanduzeei,Asteraceae_Bebbia,1.27
Closterocoris_amoenus,Boraginaceae_Phacelia,4.76
Phytocoris_vanduzeei,Zygophyllaceae_Larrea,11.39
Orthops_scutellatus,Apiaceae_Foeniculum,1.82
Myzocallis (Myzocallis)_ulmifoliae,Ulmaceae_Ulmus,0
Brachyunguis_letrapteralis,Amaranthaceae_Atriplex,0
Appendiseta_robiniae,Juglandaceae_Juglans,5
Polymerus_chrysopsis,Asteraceae_Chrysopsis,25
Myzocallis (Neomyzocallis)_discolor,Fagaceae_Quercus,9.26
Brachycaudus (Acaudus)_schwartzi,Rosaceae_Prunus,80.77
Thelia_bimaculata,Fabaceae_Robinia,2.2
Myzocallis (Neomyzocallis)_punctata,Fagaceae_Quercus,3.39
Myzocallis (Neomyzocallis)_punctata,Fagaceae_Quercus,7.91
Dacerla_mediospinosa,Rhamnaceae_Rhamnus,10
Keyflana_hasta,Juncaceae_Juncus,0
Calaphis_coloradensis,Betulaceae_Betula,50
Telamona_tiliae,Malvaceae_Tilia,14.29
Holcostethus_limbolarius,Cleomaceae_Peritoma,7.69
Guentherocoris_atritibialis,Asteraceae_Artemisia,9.09
Pycnocoris_ursinus,Rhamnaceae_Ceanothus,33.33
Lygus_elisus,Asteraceae_Chrysothamnus,2.31
Cyrpoptus_reineckei,Poaceae_Eragrostis,0
Phytocoris_laevis,Asteraceae_Chrysothamnus,60
Brachycaudus (Appelia)_tragopogonis,Rosaceae_Prunus,33.33
Stenotus_binotatus,Poaceae_Phleum,6.25
Taylorilygus_apicalis,Asteraceae_Silybum,0.78
Taylorilygus_apicalis,Asteraceae_Bebbia,0.78
Taylorilygus_apicalis,Asteraceae_Dicoria,3.1
Taylorilygus_apicalis,Asteraceae_Ambrosia,0.78
Liburniella_ornata,Poaceae_Spartina,1.59
Liburniella_ornata,Poaceae_Distichlis,1.59
Liburniella_ornata,Asteraceae_Aster,1.59
Myzocallis (Lineomyzocallis)_bellus,Fagaceae_Quercus,28.85
Poblicia_fuliginosa,Asteraceae_Ambrosia,20
Poblicia_fuliginosa,Anacardiaceae_Rhus,60
Taylorilygus_apicalis,Asteraceae_Ambrosia,1.55
Taylorilygus_apicalis,Asteraceae_Macledium,0.78
Takecallis_arundicolens,Poaceae_Arundinarea,3.45
Taylorilygus_apicalis,Asteraceae_Encelia,0.78
Phytocoris_ramosus,Asteraceae_Hymenoclea,5
Telamona_unicolor,Juglandaceae_Carya,2.78
Phytocoris_ramosus,Asteraceae_Bebbia,10
Tuberculatus (Pacificallis)_californicus,Fagaceae_Quercus,7.41
Liburniella_ornata,Platanaceae_Platanus,1.59
Cyrtolobus_limus,Fagaceae_Quercus,93.33
Apachemiris_minor,Fabaceae_Prosopis,0
Xantholobus_inflatus,Fagaceae_Quercus,83.33
Xantholobus_intermedius,Fagaceae_Quercus,46.34
Neomegamelanus_elongatus,Poaceae_Eragrostis,50
Tumidagena_terminalis,Poaceae_Spartina,50
Tumidagena_terminalis,Poaceae_Spartina,25
Cyrtolobus_limus,Cannabaceae_Celtis,6.67
Catonia_picta,Pinaceae_Pinus,33.33
Cyrtolobus_gramatanus,Fagaceae_Quercus,10.71
Megamelus_davisi,Nelumbonaceae_Nelumbo,50
Apache_degeeri,Fagaceae_Fagus,36.36
Apache_degeeri,Fagaceae_Quercus,18.18
Cyrtolobus_gramatanus,Fagaceae_Quercus,14.29
Megamelus_lobatus,Poaceae_Distichlis,0
Apache_degeeri,Sapindaceae_Acer,9.09
Acanalonia_conica,Betulaceae_Betula,2.44
Acanalonia_conica,Betulaceae_Carpinus,2.44
Cyrtolobus_gramatanus,Fagaceae_Quercus,3.57
Ophiderma_pubescens,Fagaceae_Quercus,10.81
Otiocerus_wolfii,Juglandaceae_Carya,20
Metadelphax_propinqua,Poaceae_Distichlis,75
Glossonotus_univittatus,Fagaceae_Quercus,19.05
Proba_californica,Asteraceae_Baccharis,62.5
Stictocephala_alta,Fagaceae_Quercus,0
Lygus_hesperus,Malvaceae_Malacothamnus,0.67
Otiocerus_coquebertii,Fagaceae_Fagus,12.5
Otiocerus_coquebertii,Juglandaceae_Carya,25
Heliria_scalaris,Rosaceae_Crataegus,50
Symydobius_intermedius,Betulaceae_Betula,60
Cyrtolobus_gratiosus,Fagaceae_Quercus,16.67
Cyrtolobus_gratiosus,Fagaceae_Quercus,33.33
Patara_vanduzei,Fagaceae_Quercus,50
Cyrtolobus_gratiosus,Fagaceae_Quercus,11.11
Myzocallis (Lineomyzocallis)_meridionalis,Fagaceae_Quercus,0
Tuberculatus (Pacificallis)_kiowanicus,Fagaceae_Quercus,0
Myzocallis (Myzocallis)_coryli,Betulaceae_Corylus,25
Myzocallis (Myzocallis)_coryli,Betulaceae_Corylus,6.82
Rhinacloa_forticornis,Asteraceae_Artemisia,3.35
Pelitropis_rotulata,Hypericaceae_Hypericum,16.67
Acanalonia_similis,Asteraceae_Xanthocephalum,0
Acanalonia_laticosta,Asteraceae_Anthemis,50
Neomegamelanus_spartini,Poaceae_Spartina,50
Acanalonia_invenusta,Asteraceae_Xanthocephalum,0
Anotia_robertsonii,Hypericaceae_Hypericum,50
Stictocephala_basalis,Asteraceae_Solidago,10
Brevicoryne_brassicae,Brassicaceae_Brassica,11.65
Brevicoryne_brassicae,Asteraceae_Cynara,0.97
Capitophorus_elaeagni,Asteraceae_Cynara,7.63
Brevicoryne_brassicae,Polygonaceae_Rheum,0.97
Brevicoryne_brassicae,Asparagaceae_Asparagus,1.94
Lipaphis_pseudobrassicae,Asparagaceae_Asparagus,10
Lygus_rolfsi,Asteraceae_Dicoria,40
Lygus_rolfsi,Asteraceae_Ambrosia,20
Brevicoryne_brassicae,Brassicaceae_Brassica,34.95
Lygus_hesperus,Asteraceae_Layia,1.34
Brevicoryne_brassicae,Brassicaceae_Brassica,4.85
Thelia_bimaculata,Fabaceae_Gleditsia,2.2
Poecilocapsus_lineatus,Asteraceae_Ambrosia,8.33
Rhinacloa_forticornis,Asteraceae_Iva,1.12
Lygus_hesperus,Solanaceae_Solanum,0.67
Rhinacloa_forticornis,Asteraceae_Trixis,1.86
Rhinacloa_forticornis,Asteraceae_Encelia,5.58
Lygus_hesperus,Asteraceae_Leucanthemum,0.67
Phymata_arctostaphylae,Asteraceae_Aplopappus,0
Pissonotus_binotatus,Asteraceae_Eupatorium,22.22
Lygus_hesperus,Asteraceae_Layia,0.67
Lygus_robustus,Zygophyllaceae_Larrea,4.17
Capitophorus_elaeagni,Asteraceae_Helianthus,0.76
Lygus_lineolaris,Fabaceae_Chamaecrista,2.92
Lygus_lineolaris,Polygonaceae_Persicaria,4.39
Capitophorus_elaeagni,Amaranthaceae_Beta,0.76
Lygus_lineolaris,Asteraceae_Xanthium,6.14
Lygus_lineolaris,Malvaceae_Sida,1.17
Lygus_hesperus,Fabaceae_Medicago,6.71
Lygus_lineolaris,Polygonaceae_Polygonum,0.29
Capitophorus_elaeagni,Elaeagnaceae_Elaeagnus,10.69
Lygus_lineolaris,Lythraceae_Lythrum,0.88
Capitophorus_elaeagni,Asteraceae_Cirsium,0.76
Lygus_lineolaris,Fabaceae_Sesbania,1.17
Lygus_lineolaris,Portulacaceae_Portulaca,3.51
Lygus_lineolaris,Solanaceae_Solanum,1.75
Xantholobus_intermedius,Fagaceae_Quercus,2.44
Lygus_ceanothi,Pinaceae_Pinus,10
Lygus_ceanothi,Boraginaceae_Eriodictyon,10
Lygus_hesperus,Asteraceae_Helianthus,8.05
Lygus_lineolaris,Asteraceae_Symphyotrichum,9.36
Lygus_lineolaris,Asteraceae_Eupatorium,3.22
Lygus_lineolaris,Aizoaceae_Trianthema,0.29
Lygus_lineolaris,Amaranthaceae_Amaranthus,1.46
Lygus_lineolaris,Fabaceae_Medicago,0.88
Lygus_lineolaris,Asteraceae_Parthenium,3.22
Lygus_lineolaris,Amaranthaceae_Dysphania,2.34
Cryptomyzus (Cryptomyzus)_ribis,Fabaceae_Medicago,1.92
Lygus_hesperus,Zygophyllaceae_Kallstroemia,0.67
Lygus_lineolaris,Asteraceae_Pluchea,0.58
Lygus_lineolaris,Asteraceae_Vernonia,1.17
Rhinacloa_forticornis,Asteraceae_Ambrosia,7.06
Rhinacloa_forticornis,Asteraceae_Ambrosia,1.12
Lygus_lineolaris,Polygonaceae_Persicaria,0.88
Rhinacloa_forticornis,Asteraceae_Ambrosia,13.38
Lygus_lineolaris,Onagraceae_Ludwigia,0.58
Lygus_lineolaris,Fabaceae_Trifolium,3.51
Lygus_lineolaris,Poaceae_Arundo,0.29
Cryptomyzus (Cryptomyzus)_ribis,Lamiaceae_Stachys,21.15
Lygus_lineolaris,Asteraceae_Helianthus,0.29
Lygus_lineolaris,Verbenaceae_Verbena,0.58
Lygus_lineolaris,Asteraceae_Bidens,1.17
Lygus_lineolaris,Asteraceae_Spilanthes,0.58
Lygus_lineolaris,Asteraceae_Heterotheca,0.58
Lygus_lineolaris,Amaranthaceae_Amaranthus,1.17
Lygus_lineolaris,Linderniaceae_Lindernia,0.29
Lygus_lineolaris,Convolvulaceae_Cuscuta,0.29
Lygus_lineolaris,Amaranthaceae_Amaranthus,1.75
Lygus_lineolaris,Asteraceae_Symphyotrichum,0.29
Lygus_lineolaris,Euphorbiaceae_Acalypha,0.29
Cryptomyzus (Cryptomyzus)_ribis,Onagraceae_Oenothera,1.92
Pissonotus_delicatus,Malvaceae_Sphaeralcea,11.11
Pissonotus_delicatus,Asteraceae_Grindelia,11.11
Lygus_lineolaris,Asteraceae_Aster,3.8
Lygus_lineolaris,Polygonaceae_Rumex,9.65
Capitophorus_shepherdiae,Asteraceae_Ambrosia,20
Myzocallis (Neomyzocallis)_punctata,Fagaceae_Quercus,0.56
Capitophorus_shepherdiae,Elaeagnaceae_Shepherdia,20
Lygus_lineolaris,Polygonaceae_Polygonum,1.17
Tuberculatus (Pacificallis)_pasaniae,Fagaceae_Quercus,13.33
