h_family	h_genus	h_species	i_family	i_tribe	i_genus	i_species	h_family_id	h_genus_id	h_species_id	i_family_id	i_tribe_id	i_genus_id	i_species_id
Scrophulariaceae	Eremophila	spectabilis	Miridae	Orthotylini	Gn_ms_Naranjakotta	sp_ms_keraudrenia	3	1619	2580	6296	6291	80228	80341
Malvaceae	Alyogyne	huegelii	Miridae	Orthotylini	Gn_ms_Naranjakotta	sp_ms_watheroo	286	1505	2229	6296	6291	80228	82277
Asteraceae	Olearia	dampieri	Miridae	Orthotylini	Gn_OrthotyliniGp3	sp_004	98	1744	2065	6296	6291	7398	7403
Proteaceae	Grevillea	tetragonoloba	Miridae	Orthotylini	Gn_OrthotyliniGp1	sp_005	362	1648	2630	6296	6291	7362	7405
Myrtaceae	Pileanthus	vernicosus	Miridae	Orthotylini	Myrtlemiris	russulatus	313	1768	2667	6296	6291	70116	70122
Proteaceae	Grevillea	hookeriana	Miridae	Orthotylini	Gn_OrthotyliniGp1	sp_005	362	1648	2224	6296	6291	7362	7405
Proteaceae	Grevillea	cagiana	Miridae	Orthotylini	Gn_OrthotyliniGp1	sp_005	362	1648	1964	6296	6291	7362	7405
Proteaceae	Grevillea	armigera	Miridae	Orthotylini	Gn_OrthotyliniGp1	sp_005	362	1648	1910	6296	6291	7362	7405
Myrtaceae	Pileanthus	vernicosus	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_001	313	1768	2667	6296	6291	7406	7407
Myrtaceae	Pileanthus	vernicosus	Miridae	Orthotylini	Myrtlemiris	rubrocuneatus	313	1768	2667	6296	6291	70116	70121
Myrtaceae	Scholtzia	capitata	Miridae	Orthotylini	Myrtlemiris	tesselatus	313	1796	1979	6296	6291	70116	70124
Myrtaceae	Scholtzia	drummondii	Miridae	Orthotylini	Myrtlemiris	tesselatus	313	1796	2096	6296	6291	70116	70124
Myrtaceae	Micromyrtus	hursthousei	Miridae	Orthotylini	Myrtlemiris	tesselatus	313	1722	2230	6296	6291	70116	70124
Myrtaceae	Calytrix	acutifolia	Miridae	Orthotylini	Myrtlemiris	tesselatus	313	1554	1861	6296	6291	70116	70124
Myrtaceae	Baeckea	pentagonantha	Miridae	Orthotylini	Myrtlemiris	tesselatus	313	1527	2426	6296	6291	70116	70124
Casuarinaceae	Allocasuarina	corniculata	Miridae	Orthotylini	Myrtlemiris	silveirae	142	1502	2036	6296	6291	70116	70123
Myrtaceae	Thryptomene	kochii	Miridae	Orthotylini	Myrtlemiris	rubrocuneatus	313	1826	2268	6296	6291	70116	70121
Myrtaceae	Baeckea	pentagonantha	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_004	313	1527	2426	6296	6291	7406	7424
Myrtaceae	Calytrix	tetragona	Miridae	Orthotylini	Gn_OrthotyliniGp6	sp_001	313	1554	2629	6296	6291	7425	7426
Myrtaceae	Malleostemon	tuberculatus	Miridae	Orthotylini	Myrtlemiris	rubrocuneatus	313	1712	2650	6296	6291	70116	70121
Myrtaceae	Thryptomene	australis	Miridae	Orthotylini	Myrtlemiris	newmanensis	313	1826	1926	6296	6291	70116	70119
Myrtaceae	Calytrix	acutifolia	Miridae	Orthotylini	Myrtlemiris	newmanensis	313	1554	1861	6296	6291	70116	70119
Myrtaceae	Calytrix	acutifolia	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_010	313	1554	1861	6296	6291	7406	7430
Apocynaceae	Alstonia	constricta	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_012	90	1503	8616	6296	6291	7406	7431
Myrtaceae	Calytrix	variabilis	Miridae	Orthotylini	Myrtlemiris	meanarra	313	1554	2664	6296	6291	70116	70120
Myrtaceae	Scholtzia	drummondii	Miridae	Orthotylini	Myrtlemiris	yalgoo	313	1796	2096	6296	6291	70116	70125
Myrtaceae	Scholtzia	drummondii	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_009	313	1796	2096	6296	6291	7406	7432
Santalaceae	Santalum	lanceolatum	Miridae	Orthotylini	Myrtlemiris	agnew	384	1792	2276	6296	6291	70116	70117
Santalaceae	Santalum	lanceolatum	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_011	384	1792	2276	6296	6291	7406	7433
Myrtaceae	Calytrix	tetragona	Miridae	Orthotylini	Gn_OrthotyliniGp6	sp_002	313	1554	2629	6296	6291	7425	7434
Myrtaceae	Melaleuca	wilsonii	Miridae	Orthotylini	Gn_OrthotyliniGp6	sp_002	313	1717	2686	6296	6291	7425	7434
Myrtaceae	Scholtzia	drummondii	Miridae	Orthotylini	Myrtlemiris	rubrocuneatus	313	1796	2096	6296	6291	70116	70121
Myrtaceae	Thryptomene	aspera glabra	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_006	313	1826	1915	6296	6291	7406	7427
Myrtaceae	Thryptomene	urceolaris	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_006	313	1826	2660	6296	6291	7406	7427
Myrtaceae	Verticordia	chrysanthella	Miridae	Orthotylini	Myrtlemiris	meanarra	313	1836	2006	6296	6291	70116	70120
Proteaceae	Hakea	leucoptera	Miridae	Orthotylini	Gn_OrthotyliniGp6	sp_003	362	1652	2301	6296	6291	7425	7439
Myrtaceae	Thryptomene	australis	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_008	313	1826	1926	6296	6291	7406	7429
Myrtaceae	Scholtzia	drummondii	Miridae	Orthotylini	Myrtlemiris	newmanensis	313	1796	2096	6296	6291	70116	70119
Myrtaceae	Malleostemon	tuberculatus	Miridae	Orthotylini	Myrtlemiris	yalgoo	313	1712	2650	6296	6291	70116	70125
Myrtaceae	Phymatocarpus	porphyrocephalus	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_001	313	1766	2459	6296	6291	7440	7441
Proteaceae	Conospermum	microflorum	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_001	362	1577	2349	6296	6291	7440	7441
Myrtaceae	Melaleuca	leuropoma	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_001	313	1717	2304	6296	6291	7440	7441
Myrtaceae	Calothamnus	quadrifidus	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_002	313	1552	2480	6296	6291	7440	7442
Myrtaceae	Melaleuca	rhaphiophylla	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_003	313	1717	2499	6296	6291	7440	7443
Myrtaceae	Micromyrtus	hursthousei	Miridae	Orthotylini	Myrtlemiris	yalgoo	313	1722	2230	6296	6291	70116	70125
Myrtaceae	Leptospermum	brevipes	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_004	313	1696	1955	6296	6291	7440	7444
Goodeniaceae	Scaevola	nitida	Miridae	Orthotylini	Gn_OrthotyliniGp8	sp_001	225	1793	2377	6296	6291	7453	7454
Dilleniaceae	Hibbertia	serrata	Miridae	Orthotylini	Gn_OrthotyliniGp8	sp_001	187	1662	2553	6296	6291	7453	7454
Malvaceae	Brachychiton	populneus	Miridae	Orthotylini	Gn_OrthotyliniGp9	sp_002	286	1544	2457	6296	6291	7455	7457
Malvaceae	Brachychiton	populneus	Miridae	Orthotylini	Gn_OrthotyliniGp9	sp_003	286	1544	2457	6296	6291	7455	7458
Myrtaceae	Beaufortia	micrantha	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_005	313	1535	2347	6296	6291	7440	7459
Myrtaceae	Melaleuca	preissiana	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_006	313	1717	2460	6296	6291	7440	7460
Rutaceae	Geijera	parviflora	Miridae	Orthotylini	Gn_OrthotyliniGp9	sp_005	379	1642	8716	6296	6291	7455	7462
Proteaceae	Banksia	grandis	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_007	362	1529	8883	6296	6291	7440	7461
Loranthaceae	Amyema	congener	Miridae	Orthotylini	Gn_OrthotyliniGp9	sp_005	280	1506	2025	6296	6291	7455	7462
Proteaceae	Banksia	attenuata	Miridae	Orthotylini	Gn_OrthotyliniGp7	sp_007	362	1529	1921	6296	6291	7440	7461
Scrophulariaceae	Eremophila	mitchellii	Miridae	Orthotylini	Gn_OrthotyliniGp10	sp_001	3	1619	8916	6296	6291	7463	7464
Myrtaceae	Calytrix	angulata	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_001	313	1554	1889	6296	6291	7465	7466
Dilleniaceae	Hibbertia	cuneiformis	Miridae	Orthotylini	Gn_OrthotyliniGp8	sp_001	187	1662	2049	6296	6291	7453	7454
Loranthaceae	Amyema	quandang	Miridae	Orthotylini	Gn_OrthotyliniGp9	sp_004	280	1506	2483	6296	6291	7455	7467
Myrtaceae	Eucalyptus	populnea	Miridae	Orthotylini	Gn_OrthotyliniGp10	sp_001	313	1624	2455	6296	6291	7463	7464
Myrtaceae	Thryptomene	aspera	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_001	313	1826	8592	6296	6291	7465	7466
Myrtaceae	Melaleuca	uncinata	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_001	313	1717	2654	6296	6291	7468	7469
Myrtaceae	Melaleuca	rhaphiophylla	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_002	313	1717	2499	6296	6291	7468	7470
Proteaceae	Conospermum	boreale	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_002	362	1577	9309	6296	6291	7468	7470
Myrtaceae	Beaufortia	schaueri	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_003	313	1535	2538	6296	6291	7468	7471
Myrtaceae	Beaufortia	micrantha	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_003	313	1535	2347	6296	6291	7468	7471
Myrtaceae	Pileanthus	peduncularis	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_004	313	1768	2420	6296	6291	7468	7472
Myrtaceae	Micromyrtus	hursthousei	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_005	313	1722	2230	6296	6291	7468	7474
Myrtaceae	Melaleuca	uncinata	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_006	313	1717	2654	6296	6291	7468	7475
Myrtaceae	Malleostemon	tuberculatus	Miridae	Orthotylini	Gn_OrthotyliniGp16	sp_001	313	1712	2650	6296	6291	7478	7479
Myrtaceae	Pileanthus	peduncularis	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_002	313	1768	2420	6296	6291	7465	7473
Proteaceae	Conospermum	stoechadis	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_002	362	1577	2599	6296	6291	7465	7473
Myrtaceae	Pileanthus	bellus	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_002	313	1768	1936	6296	6291	7465	7473
Proteaceae	Conospermum	microflorum	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_002	362	1577	2349	6296	6291	7465	7473
Myrtaceae	Pileanthus	peduncularis	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_003	313	1768	2420	6296	6291	7465	7600
Myrtaceae	Verticordia	monadelpha	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_003	313	1836	2359	6296	6291	7465	7600
Myrtaceae	Verticordia	monadelpha	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_004	313	1836	2359	6296	6291	7465	7601
Myrtaceae	Darwinia	diosmoides	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_004	313	1589	2086	6296	6291	7465	7601
Myrtaceae	Melaleuca	megacephala	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_004	313	1717	2342	6296	6291	7465	7601
Myrtaceae	Pileanthus	vernicosus	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_004	313	1768	2667	6296	6291	7465	7601
Myrtaceae	Calytrix	tetragona	Miridae	Orthotylini	Gn_OrthotyliniGp11	sp_005	313	1554	2629	6296	6291	7465	7602
Myrtaceae	Scholtzia	drummondii	Miridae	Orthotylini	Gn_OrthotyliniGp16	sp_001	313	1796	2096	6296	6291	7478	7479
Myrtaceae	Calytrix	acutifolia	Miridae	Orthotylini	Gn_OrthotyliniGp16	sp_001	313	1554	1861	6296	6291	7478	7479
Myrtaceae	Melaleuca	undulata	Miridae	Orthotylini	Gn_OrthotyliniGp17	sp_001	313	1717	8789	6296	6291	7603	7604
Proteaceae	Conospermum	boreale	Miridae	Orthotylini	Gn_OrthotyliniGp17	sp_001	362	1577	9309	6296	6291	7603	7604
Proteaceae	Conospermum	boreale	Miridae	Orthotylini	Gn_OrthotyliniGp17	sp_002	362	1577	9309	6296	6291	7603	7605
Goodeniaceae	Scaevola	nitida	Miridae	Orthotylini	Gn_OrthotyliniGp15	sp_004	225	1793	2377	6296	6291	7476	7611
Proteaceae	Grevillea	eriostachya	Miridae	Orthotylini	Gn_OrthotyliniGp18	sp_001	362	1648	2119	6296	6291	7609	7610
Proteaceae	Grevillea	polybotrya	Miridae	Orthotylini	Gn_OrthotyliniGp18	sp_001	362	1648	2447	6296	6291	7609	7610
Proteaceae	Grevillea	juncifolia	Miridae	Orthotylini	Gn_OrthotyliniGp18	sp_001	362	1648	2263	6296	6291	7609	7610
Fabaceae	Pultenaea	tenuifolia	Miridae	Orthotylini	Gn_ms_Galaxiamiris	sp_anouk18.02	211	1784	2622	6296	6291	83165	83168
Malvaceae	Alyogyne	pinoniana	Miridae	Orthotylini	Gn_OrthotyliniGp15	sp_003	286	1505	2438	6296	6291	7476	7614
Myrtaceae	Calytrix	tetragona	Miridae	Orthotylini	Gn_ms_Galaxiamiris	sp_anouk18.02	313	1554	2629	6296	6291	83165	83168
Myrtaceae	Melaleuca	wilsonii	Miridae	Orthotylini	Gn_ms_Galaxiamiris	sp_anouk18.02	313	1717	2686	6296	6291	83165	83168
Myrtaceae	Melaleuca	wilsonii	Miridae	Orthotylini	Orthotylus	sidnicus	313	1717	2686	6296	6291	6088	2085
Epacridaceae	Brachyloma	daphnoides	Miridae	Orthotylini	Gn_ms_Galaxiamiris	sp_anouk18.02	201	1545	2066	6296	6291	83165	83168
Goodeniaceae	Scaevola	crassifolia	Miridae	Orthotylini	Gn_OrthotyliniGp15	sp_004	225	1793	9484	6296	6291	7476	7611
Myrtaceae	Melaleuca	hamulosa	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_001	313	1717	2205	6296	6291	7793	7794
Myrtaceae	Kunzea	aff. ciliata	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_001	313	1684	3884	6296	6291	7793	7794
Myrtaceae	Melaleuca	brevifolia	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_001	313	1717	1953	6296	6291	7793	7794
Myrtaceae	Verticordia	plumosa	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_002	313	1836	2446	6296	6291	7793	7795
Myrtaceae	Melaleuca	acerosa	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_002	313	1717	1853	6296	6291	7793	7795
Ericaceae	Leucopogon	capitellatus	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_002	203	1700	1981	6296	6291	7793	7795
Myrtaceae	Melaleuca	incana	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_002	313	1717	9402	6296	6291	7793	7795
Myrtaceae	Eremaea	beaufortioides	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_003	313	1618	1934	6296	6291	7793	7796
Myrtaceae	Melaleuca	pauciflora	Miridae	Orthotylini	Gn_ms_Ladasimiris	sp_wa0909msp202	313	1717	2416	6296	6291	82734	83158
Myrtaceae	Melaleuca	pauciflora	Miridae	Orthotylini	Gn_Orthotylini_AU_unplaced	sp	313	1717	2416	6296	6291	82692	82693
Myrtaceae	Melaleuca	undulata	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_005	313	1717	8789	6296	6291	7793	7798
Fabaceae	Pultenaea	tenuifolia	Miridae	Orthotylini	Gn_ms_Ladasimiris	sp_bbcre11msp034	211	1784	2622	6296	6291	82734	83159
Myrtaceae	Babingtonia	behrii	Miridae	Orthotylini	Gn_OrthotyliniGp20	sp_sp	313	1526	1935	6296	6291	7793	82694
Myrtaceae	Babingtonia	behrii	Miridae	Orthotylini	Gn_ms_Ladasimiris	sp_bbcre11msp034	313	1526	1935	6296	6291	82734	83159
Sapindaceae	Dodonaea	viscosa	Miridae	Orthotylini	Gn_OrthotyliniGp22	sp_001	385	1603	8775	6296	6291	7802	7803
Goodeniaceae	Goodenia	quasilibera	Miridae	Orthotylini	Gn_OrthotyliniGp22	sp_001	225	1647	2484	6296	6291	7802	7803
Fabaceae	Acacia	paradoxa	Miridae	Orthotylini	Gn_OrthotyliniGp22	sp_001	211	396	2410	6296	6291	7802	7803
Nitrariaceae	Nitraria	billardierei	Miridae	Orthotylini	Gn_OrthotyliniGp23	sp_001	1485	1737	1939	6296	6291	7804	7805
Asparagaceae	Lomandra	longifolia	Miridae	Orthotylini	Woodwardiola	sp_s001	6833	1704	9629	6296	6291	6270	7807
Scrophulariaceae	Eremophila	mitchellii	Miridae	Orthotylini	Gn_OrthotyliniGp26	sp_001	3	1619	8916	6296	6291	7808	7809
Scrophulariaceae	Eremophila	freelingii	Miridae	Orthotylini	Gn_OrthotyliniGp26	sp_001	3	1619	2164	6296	6291	7808	7809
Myrtaceae	Melaleuca	undulata	Miridae	Orthotylini	Gn_OrthotyliniGp28	sp_001	313	1717	8789	6296	6291	7810	7811
Myrtaceae	Beaufortia	empetrifolia	Miridae	Orthotylini	Gn_OrthotyliniGp28	sp_002	313	1535	2106	6296	6291	7810	7812
Myrtaceae	Angophora	hispida	Miridae	Orthotylini	Gn_OrthotyliniGp29	sp_001	313	1508	8886	6296	6291	7813	7814
Fabaceae	Acacia	decurrens	Miridae	Orthotylini	Gn_OrthotyliniGp31	sp_001	211	396	3543	6296	6291	7815	7816
Casuarinaceae	Allocasuarina	mackliniana	Miridae	Orthotylini	Gn_OrthotyliniGp31	sp_002	142	1502	2329	6296	6291	7815	7817
Casuarinaceae	Allocasuarina	campestris	Miridae	Orthotylini	Gn_OrthotyliniGp31	sp_002	142	1502	9240	6296	6291	7815	7817
Casuarinaceae	Allocasuarina	paludosa	Miridae	Orthotylini	Gn_OrthotyliniGp31	sp_002	142	1502	2406	6296	6291	7815	7817
Scrophulariaceae	Eremophila	mitchellii	Miridae	Orthotylini	Gn_OrthotyliniGp33	sp_001	3	1619	8916	6296	6291	7818	7819
Fabaceae	Acacia	mearnsii	Miridae	Orthotylini	Gn_OrthotyliniGp30	sp_001	211	396	2340	6296	6291	7867	7868
Amaranthaceae	Ptilotus	obovatus	Miridae	Orthotylini	Gn_OrthotyliniGp34	sp_001	83	1783	2387	6296	6291	7869	7870
Boraginaceae	Halgania	cyanea	Miridae	Orthotylini	Gn_OrthotyliniGp34	sp_002	113	1653	2059	6296	6291	7869	7871
Rosaceae	Purshia	tridentata	Miridae	Orthotylini	Aoplonema	rubrum	376	569	8758	6296	6291	5734	7873
Lamiaceae	Salvia	dorrii	Miridae	Orthotylini	Aoplonema	nigrum	264	585	729	6296	6291	5734	7875
Lamiaceae	Salvia	mellifera	Miridae	Orthotylini	Aoplonema	nigrum	264	585	830	6296	6291	5734	7875
Boraginaceae	Eriodictyon	angustifolium	Miridae	Orthotylini	Aoplonema	nigrum	113	476	8581	6296	6291	5734	7875
Malvaceae	Sida	platycalyx	Miridae	Orthotylini	Gn_OrthotyliniGp34	sp_003	286	1801	2439	6296	6291	7869	7892
Fabaceae	Dalea	formosa	Miridae	Orthotylini	Origonema	splendida	211	467	1269	6296	6291	7894	7895
Myrtaceae	Micromyrtus	hursthousei	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_008	313	1722	2230	6296	6291	7468	7977
Casuarinaceae	Allocasuarina	campestris	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_008	142	1502	9240	6296	6291	7468	7977
Myrtaceae	Melaleuca	undulata	Miridae	Orthotylini	Gn_OrthotyliniGp12	sp_009	313	1717	8789	6296	6291	7468	7979
Myrtaceae	Scholtzia	drummondii	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_001	313	1796	2096	6296	6291	8009	8010
Myrtaceae	Micromyrtus	hursthousei	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_001	313	1722	2230	6296	6291	8009	8010
Myrtaceae	Melaleuca	acerosa	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_001	313	1717	1853	6296	6291	8009	8010
Myrtaceae	Melaleuca	rhaphiophylla	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_002	313	1717	2499	6296	6291	8009	8011
Myrtaceae	Scholtzia	capitata	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_003	313	1796	1979	6296	6291	8009	8012
Myrtaceae	Baeckea	pentagonantha	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_003	313	1527	2426	6296	6291	8009	8012
Myrtaceae	Thryptomene	kochii	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_004	313	1826	2268	6296	6291	8009	8036
Myrtaceae	Thryptomene	urceolaris	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_004	313	1826	2660	6296	6291	8009	8036
Myrtaceae	Calytrix	tetragona	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_005	313	1554	2629	6296	6291	8009	8118
Cupressaceae	Callitris	verrucosa	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_005	63	1550	2669	6296	6291	8009	8118
Dilleniaceae	Hibbertia	riparia	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_005	187	1662	2504	6296	6291	8009	8118
Fabaceae	Dillwynia	hispida	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_005	211	1596	11721	6296	6291	8009	8118
Myrtaceae	Leptospermum	fastigiatum	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_006	313	1696	2137	6296	6291	8009	8119
Ericaceae	Leucopogon	capitellatus	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_007	203	1700	1981	6296	6291	8009	8120
Droseraceae	Drosera	stolonifera	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_007	194	1605	8749	6296	6291	8009	8120
Myrtaceae	Melaleuca	huegelii	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_008	313	1717	8888	6296	6291	8009	8121
Myrtaceae	Phymatocarpus	porphyrocephalus	Miridae	Orthotylini	Gn_OrthotyliniGp5	sp_001	313	1766	2459	6296	6291	8009	8010
Solanaceae	Anthotroche	walcottii	Miridae	Orthotylini	Gn_ms_Carphodemas	sp_wa0909msp193	9	1513	2683	6296	6291	83299	83300
Myrtaceae	Verticordia	brownii	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1836	1958	6296	6291	8123	8124
Proteaceae	Hakea	mitchellii	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	362	1652	2358	6296	6291	8123	8124
Asteraceae	Olearia	axillaris	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	98	1744	8595	6296	6291	8123	8124
Sterculiaceae	Thomasia	macrocarpa	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	18	1824	8683	6296	6291	8123	8124
Myrtaceae	Verticordia	monadelpha	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1836	2359	6296	6291	8123	8124
Myrtaceae	Calytrix	brevifolia	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1554	1956	6296	6291	8123	8124
Myrtaceae	Calytrix	glutinosa	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1554	9284	6296	6291	8123	8124
Myrtaceae	Verticordia	chrysanthella	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1836	2006	6296	6291	8123	8124
Myrtaceae	Calytrix	harvestiana	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1554	2206	6296	6291	8123	8124
Myrtaceae	Melaleuca	laetifica	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1717	2271	6296	6291	8123	8124
Myrtaceae	Verticordia	polytricha	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1836	2453	6296	6291	8123	8124
Myrtaceae	Phymatocarpus	porphyrocephalus	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1766	2459	6296	6291	8123	8124
Myrtaceae	Melaleuca	systena	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1717	2616	6296	6291	8123	8124
Myrtaceae	Calytrix	tetragona	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1554	2629	6296	6291	8123	8124
Casuarinaceae	Allocasuarina	pusilla	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	142	1502	2475	6296	6291	8123	8124
Myrtaceae	Verticordia	plumosa	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1836	2446	6296	6291	8123	8124
Myrtaceae	Melaleuca	acerosa	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	313	1717	1853	6296	6291	8123	8124
Ericaceae	Leucopogon	capitellatus	Miridae	Orthotylini	Gn_OrthotyliniGp14	sp_001	203	1700	1981	6296	6291	8123	8124
Amaranthaceae	Atriplex	canescens	Miridae	Orthotylini	Hadronema	sinuatum	83	424	686	6296	6291	5912	1135
Plantaginaceae	Penstemon	strictiformis	Miridae	Orthotylini	Hadronema	militare	349	547	3598	6296	6291	5912	1132
Rutaceae	Flindersia	maculosa	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_013	379	1632	2332	6296	6291	7406	8190
Fabaceae	Gastrolobium	spinosum	Miridae	Orthotylini	Gn_ms_Granitohyoidea	sp_anouk4.014	211	1641	2584	6296	6291	83258	83314
Dilleniaceae	Hibbertia	cuneiformis	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_016	187	1662	2049	6296	6291	7406	8193
Proteaceae	Hakea	varia	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_017	362	1652	8761	6296	6291	7406	8194
Proteaceae	Hakea	horrida	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_017	362	1652	8887	6296	6291	7406	8194
Myrtaceae	Phymatocarpus	porphyrocephalus	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_018	313	1766	2459	6296	6291	7406	8195
Myrtaceae	Melaleuca	rhaphiophylla	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_019	313	1717	2499	6296	6291	7406	8196
Myrtaceae	Melaleuca	brevifolia	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_020	313	1717	1953	6296	6291	7406	8197
Myrtaceae	Agonis	flexuosa	Miridae	Orthotylini	Gn_OrthotyliniGp4	sp_021	313	1500	2149	6296	6291	7406	8198
Poaceae	Elymus	farctus	Miridae	Orthotylini	Hadronema	simplex	352	4689	17571	6296	6291	5912	1134
Myrtaceae	Scholtzia	drummondii	Miridae	Orthotylini	Gn_OrthotyliniGp2	sp_006	313	1796	2096	6296	6291	7387	77468
Myrtaceae	Thryptomene	kochii	Miridae	Orthotylini	Gn_OrthotyliniGp2	sp_006	313	1826	2268	6296	6291	7387	77468
Fabaceae	Acacia	mearnsii	Miridae	Orthotylini	Gn_OrthotyliniGp4C	sp_nsp_001	211	396	2340	6296	6291	8224	8225
Fabaceae	Acacia	mearnsii	Miridae	Orthotylini	Gn_OrthotyliniGp4C	sp_nsp_002	211	396	2340	6296	6291	8224	8226
Fabaceae	Robinia	pseudoacacia	Miridae	Orthotylini	Lopidea	robiniae	211	579	883	6296	6291	6002	1517
Myrtaceae	Eucalyptus	leucoxylon	Miridae	Austromirini	Gn_ms_Bilbonotus	sp_ms_linearis	313	1624	3959	6296	25821	25822	25832
Polygonaceae	Muehlenbeckia	florulenta	Miridae	Austromirini	Gn_ms_Bilbonotus	sp_s052	356	1728	2152	6296	25821	25822	25835
Casuarinaceae	Allocasuarina	huegeliana	Miridae	Austromirini	Gn_ms_Austrobucculus	sp_ms_asquithi	142	1502	2228	6296	25821	25903	25905
